beta_o sd_o beta_r sd_r
0.264393021004071 0.189356082645207 0.89916426073171 0.145083097490903
0.984546343212833 0.151833362813399 1.19004242928652 0.139375247599915
0.416176216098657 0.146631595328306 1.04936994403737 0.154327500451641
1.24095584187743 0.144741011513067 1.17118625331038 0.141837037969005
1.41189998685959 0.142129706091529 1.16776227693964 0.138971704912582
1.92474601940064 0.152767809532815 1.0126458357726 0.123341249839084
0.917145563679775 0.142713281821682 0.98833635914923 0.136294905807747
1.23397290939446 0.136300679578335 0.971350754377547 0.13548282194755
1.37403645637319 0.14379103939596 0.830261835590769 0.143718817753153
0.757355261032932 0.139493391604829 0.919837878212408 0.140477160762074
-0.0208727834509302 0.172919238130209 0.912841965595631 0.147554032831392
0.9266461759253 0.135562784233393 1.13221108250558 0.139027133518481
0.801371806238274 0.147035593368774 1.0412188743365 0.124761320462408
0.919460998595654 0.146302920099147 0.898221045650904 0.143378344069395
0.0247284757680149 0.150456151401924 1.15132741476943 0.149989920149791
1.00836890997923 0.145374973480295 1.10143214765936 0.153379882452633
1.1868584940847 0.141975134444201 1.02433961677413 0.148899337374801
1.92208917859895 0.16202937142498 0.803738893606027 0.149523908603863
1.29110161317355 0.153284588108229 1.26195705653186 0.156363035315485
0.804176274420341 0.129912513589553 0.8511476296638 0.125937944998938
1.38195803925101 0.14068284640844 1.07678417984881 0.13327107979285
1.03546295299784 0.140995915621303 0.793009493036328 0.130613169576728
1.27490183961421 0.138613881120163 0.915443560410186 0.139030299790845
1.04153038399273 0.131791152814337 0.978412452571875 0.139144147806587
0.758834421349232 0.137124986654281 1.17504636382973 0.142463471585163
1.52305968402509 0.153906956377043 1.20327094705747 0.145973923432553
1.18885128841842 0.137196346713459 1.22831185940771 0.13226258329435
1.11269913168865 0.13519939993804 0.948395254899915 0.127979467406463
1.31960776661244 0.152128877829671 1.32300702217687 0.141668696062125
0.901244418703547 0.132774958686677 0.98993347452248 0.151503990804269
1.76088589658737 0.167334586286876 1.03803407574674 0.134215698216353
1.52763456724734 0.15219365966378 1.09538842488173 0.145043080765522
1.63863423400055 0.149257549636062 0.959598450032543 0.159949109321245
0.70625370708662 0.155717976222613 1.07566892265164 0.14520376454091
0.190193514968178 0.170868558526683 0.813425836814324 0.137136406232679
1.06193343512909 0.128079950347153 0.977704572457764 0.150009759283847
0.454928916839644 0.148564873843781 0.894820019244146 0.131581675350213
0.24425781903993 0.163412256952271 0.982240123329107 0.141084898296787
1.27355015303495 0.129475984259849 1.13536780612495 0.138520285590353
1.28553588206952 0.152641846448194 0.92319172909294 0.138575784761594
1.29547174898088 0.146456222917925 0.800685921879696 0.142055673690375
1.59224254513903 0.149372032534499 0.954913180884159 0.138062815786625
-0.298855846650373 0.189437228934211 0.750394613122939 0.135078812689332
0.73733756977641 0.145028504019936 0.96466221984896 0.140810571488907
1.05403046363859 0.150272852741079 0.852919948526237 0.138817525977465
0.37353030459808 0.139973131591446 0.865849843038226 0.130166072037662
1.30566161964992 0.14717020132014 0.977123246492653 0.165399464134313
1.29424782154462 0.146497994946464 0.745497704421679 0.12924427622948
1.79498027841438 0.141079181887979 0.769212315970417 0.146121726142084
2.14164631771778 0.172817457989378 0.984707418512963 0.135219030299015
1.82784930673729 0.167556443292562 1.2167422298402 0.135182945176088
1.03797956987595 0.15201827163599 0.904772731006206 0.12161497248983
0.49391962865009 0.14953526063282 0.938013761148085 0.141429165182
-0.606891486715956 0.209180296957757 1.10595727426524 0.13494073959913
1.36869962364105 0.149425341818276 0.61244038099188 0.151586900715106
0.00215592371407334 0.162727081547688 0.955830691660664 0.137922486415333
0.0684803736784841 0.165402891378609 0.820846711438171 0.140329495896395
1.01319856376871 0.134371155461802 0.984187917508047 0.141985538253633
0.725797773013337 0.148537025597036 0.829833300540436 0.139524290218058
1.61873778831327 0.149167783356114 1.00955517128937 0.146525343194831
1.13322756302722 0.131586588319597 1.05756274862672 0.133256522766807
1.99053840744172 0.156283667134438 0.730469306391128 0.135560103758676
-0.022285876666686 0.161204474593671 1.03077468194369 0.151990221146375
1.13717066874518 0.151488145295002 0.985312008208437 0.130518983668264
1.50339367360128 0.151990884902755 1.06771756551622 0.145201829168823
1.61047084159312 0.151154560411765 1.17003231446861 0.138958129361565
1.60671013520266 0.154158461724772 1.06551854635504 0.145524348572604
1.90414270377759 0.144346705442925 0.954877901013954 0.145979413792901
1.87356036132991 0.151296804644717 0.93798694125182 0.138249564978086
1.08510954794436 0.159808740373509 1.17201410712536 0.138272300212997
0.554362159528926 0.14604363895065 0.841663218778193 0.151026652376241
0.852827061304736 0.140453341613816 0.960062215537033 0.131485278431988
-0.148984319388896 0.15427432426251 1.08859218411954 0.13698422661975
1.14248920028974 0.127649382870135 1.04610331130017 0.160761022777866
0.641851916907583 0.145706823053951 0.932469770099545 0.130990647006425
1.13607321023764 0.141973882392581 0.978790844817266 0.145655363189584
0.682449081050707 0.153183556818893 1.16743500231508 0.138386425382171
0.948733770273977 0.144635246311273 1.17182259216153 0.147557048339773
1.67037512351849 0.144437861951999 1.05446933529682 0.139380818469424
0.927166808142096 0.143296219862585 0.884209151645818 0.144282571096831
0.576834353447462 0.146030804021214 1.12787212859491 0.140358407986921
1.43600186189991 0.131388134097748 1.07958344497625 0.140253973284413
1.34008490745486 0.145303371362576 1.00905086664208 0.143723392443516
1.39567125960548 0.139894375917572 0.935219910865781 0.145000282183853
0.883484052781332 0.159151602804827 1.01108351256923 0.135013775726832
1.06737854524124 0.140956915456329 0.931194699934965 0.136641397997271
0.548124788086576 0.153948244358725 1.08373093564826 0.142150468366491
1.66926355125009 0.155759267779808 1.4470966393512 0.152550861914093
0.915131111572582 0.144254020922347 1.25396616348252 0.143198502163334
0.927903711125664 0.136734508538678 1.12656701844093 0.146780985918043
1.08718639489354 0.144437195149223 0.995065962461525 0.14157092250532
0.468934140112084 0.147039491057597 1.01970860177359 0.141738849383099
2.12056375699791 0.185722005552141 0.765732931217622 0.135354119081952
1.14302120893342 0.13489560186176 0.819620964796774 0.139841372173938
0.946811447974562 0.146273803761166 0.981407270061467 0.140997765087558
0.672326557452789 0.159217108290498 1.30543560438807 0.13938780299996
0.591322231379153 0.163787275441235 1.15174139916784 0.136156538020745
0.878456161812198 0.134910655427291 0.906990057997178 0.130155387008452
1.30254062248369 0.149630582496149 0.674017335728562 0.144056512012313
1.94818485540041 0.176044079610126 1.04607126863542 0.145685674080445
0.682481761622638 0.143472661016511 0.945006368813693 0.144591281011676
-0.326235265009282 0.181599460933134 0.857039367664118 0.12931584749072
1.79217219789772 0.166252379783779 0.824800037597729 0.143962859024729
1.0823802357202 0.147086201004949 1.13049572687863 0.157377553603888
1.44521378999286 0.133176061847564 0.827391260003269 0.129085610326257
2.11287024394882 0.165055652464424 0.934359234369574 0.133211530611624
-0.289513820025507 0.179237516082956 1.12032755372597 0.132240931340371
1.10666428872623 0.138549054464388 1.23881748014207 0.140316686905779
1.30594216360845 0.14100527876312 0.938087035270803 0.1409526494318
1.89609877510406 0.158989669550585 1.1996131379716 0.14404682113925
1.94901950229088 0.156444670326365 1.2033850665161 0.13555823395049
1.44629044210203 0.154727354859362 0.909162885569166 0.14487077967056
0.919223867439349 0.140278581179552 0.846000426399862 0.154336673298889
0.686364083183605 0.150670939325686 0.779898599350796 0.140014983360546
0.725209717924651 0.141823949406124 0.932278004955659 0.138823045183001
1.09902091222745 0.137790893599726 1.02377506858763 0.133850871777422
0.82814917526653 0.149298745562839 1.32637133549447 0.142875875716266
0.762044508001596 0.156507586277876 0.957832086491798 0.144115446044868
0.749261673965853 0.149145630419765 1.10691472582385 0.148686981206634
1.20072895148232 0.151645262337691 1.35337003712859 0.15180306624015
1.10131981781437 0.12860402988248 1.098691175978 0.132442625195314
1.34291597176071 0.139476612861608 0.558191319058436 0.13305901362359
1.08131681230135 0.138169529638618 0.890222269572619 0.140901917171294
0.415594817888878 0.151776789473967 0.965656031822846 0.141951386407395
-0.455289507126136 0.182120211001623 0.925551320306719 0.147752686374959
0.64566257510241 0.15285398856921 1.16890744999859 0.128590601729084
0.65548206966764 0.151817560529818 0.94819342134322 0.150654428788202
0.254158315587411 0.140537595672556 1.05929766765732 0.148199405253019
0.133073706316664 0.168747184032414 1.32675031239488 0.144169818577888
1.78168445489433 0.15437230613949 1.19162767292247 0.12590770935199
0.798932620978675 0.145492106091935 0.88394530911247 0.14393308957897
1.67082903404376 0.162973867700003 0.763491084736396 0.132844019509816
1.24287328763091 0.146079036715482 0.778077630733621 0.148922464184456
0.514035885456738 0.135816595468874 0.769008245395836 0.138143339100013
1.99741883965459 0.169232222761004 1.09987770352895 0.140050258169182
1.20279723321765 0.14252062914862 1.10833134591333 0.139298463848551
1.01805062377761 0.147264392304099 1.18584185580367 0.148971737307899
0.670189225382931 0.13774702023147 1.00482119486924 0.137587975709399
1.61430257673706 0.143604097725328 0.761875919489357 0.136718050538498
1.61047750004445 0.145687822685569 1.24446713051565 0.138720385934174
0.115468262708942 0.166064260374101 0.935729102393031 0.141210240240079
0.883841350868515 0.14035185114971 0.649799421930162 0.137437334050102
2.09686271245059 0.184672733197558 0.968741424011638 0.130622794257061
0.802300038502507 0.165885534579675 0.990995377934525 0.144143855659701
1.15521420403998 0.125473873196112 0.792963497718332 0.148014152347166
1.41207033708322 0.153210429564883 0.969185143468384 0.153379329767523
1.68687133709771 0.164453698727456 1.04148754049314 0.143444308280457
1.12610998968394 0.143904842164477 1.15982674742082 0.127469785854454
-0.915068906401281 0.232238088003378 1.01374156934708 0.131405708337633
1.18419134299303 0.14199826791825 1.10093357498121 0.146959675027382
2.13825657292401 0.174001381655553 1.0871903296183 0.142417893000617
1.19393661075308 0.145502462135026 1.32009160717419 0.13525852406097
-0.0929024250619268 0.173229778245453 0.980809750657207 0.133485512963437
1.02846338771627 0.151171788875251 0.762051494279583 0.135391831483503
1.46409397092452 0.14180249800772 1.03907712948952 0.148091092393978
-0.51231413639439 0.185686598329287 1.18318340942794 0.139150152885151
0.940880395759229 0.150586183762627 1.30393384063887 0.150068189454638
1.35320844075012 0.144579438426486 1.25065027490075 0.144690997481414
1.277561452982 0.150826153299654 0.873669418986117 0.13597152302808
0.705949924614247 0.13061063353606 1.02102033603289 0.134464831112
2.01653538595311 0.186598890144627 0.84008012832583 0.137033925253319
0.694305963970118 0.141212133597024 0.935354229941018 0.137037064821256
1.4674096651688 0.146102617914527 1.06480724630527 0.133056635291012
1.96457702170733 0.162371035975008 0.894586667103041 0.135472574845053
0.967660453819713 0.141002979026814 0.851565646053053 0.141219594720015
0.728227981388815 0.145478547114082 0.993578075137687 0.132608475804753
0.761639836459185 0.139271296313004 1.16162999125188 0.129404898663409
1.1889844011954 0.139830765467332 0.963413690381411 0.133514213024609
1.91777692789677 0.161533150759479 1.10312004049981 0.147340742098317
1.19896320153725 0.138465194078545 1.03197329297082 0.153626341226505
1.50498150758099 0.144751450823454 1.03142469530218 0.128749978076426
2.0005356192622 0.173033333840397 0.746590721104205 0.153790653362471
1.87430692811929 0.166643620366406 0.586301465630744 0.139485794283821
1.72816694516769 0.137551762383283 1.02142409320242 0.131798101427093
-0.331091354900501 0.186307493108152 1.0646462167476 0.139001418542915
1.64360228551184 0.174698921569667 1.08041225943538 0.137794182467066
0.736256495548894 0.130160031966511 0.746335802662982 0.138626733655287
1.25841926684574 0.151475607612832 0.734150582229067 0.142446065636065
1.12107192748545 0.141707435779317 0.913435614618505 0.137196478057657
0.272088485634571 0.146047965442735 0.94395275763355 0.130926316647656
1.24840511533521 0.153858871961357 1.15160958839542 0.143697900063059
1.13542107092191 0.141507117478626 1.0634481199144 0.140641620801188
0.345102894213415 0.145869895221341 0.806650921276358 0.139562566743045
1.19018377688817 0.144419486402577 0.814337855007667 0.13576866801379
0.451549411748737 0.143629288121659 0.931329622900325 0.144440752004524
1.14420542627403 0.136981598916206 0.795173057650077 0.139397682440863
1.32696668491364 0.143597857838679 0.853099398102845 0.128085138861851
1.10650573218455 0.145488089073832 0.991297703276174 0.132324346986467
1.41125895750404 0.148907348963139 1.01695480687494 0.14138953642211
0.485150085956808 0.15421702880708 1.18413045733258 0.137555458632255
1.06637669053652 0.139737251093576 1.01348040393075 0.132841603489417
0.0553864165110974 0.155066603343212 0.875950939576153 0.1521589241349
0.660828032277071 0.15050600103091 0.897407208914126 0.151482466380361
1.62352203935548 0.15554252585821 1.22117990154023 0.145921557176295
1.303512662498 0.129820902099844 1.24586210954024 0.141518115134287
1.38042319409958 0.145793645538021 1.13054380167444 0.135765611058592
0.893723774583665 0.144107685004956 1.03870602846938 0.140815907068664
1.21484299349254 0.132910269122256 0.8832844352223 0.141579775836733
1.14920449206187 0.147927625764453 0.726021171266231 0.136046432602659
0.806236130476045 0.137367166662328 1.19572140068758 0.142743978160227
1.20695532488084 0.136064117368994 1.09994711880939 0.147298121080832
1.2170371181676 0.144506858794872 1.11050684660721 0.141318470329555
0.815520547738078 0.139797577707247 0.982542627647945 0.141642666301828
0.469514194864624 0.152897615554164 1.00146986904919 0.160132676279997
-0.284843201856071 0.189341182113419 1.19886078439216 0.139631082639909
1.87354944110061 0.161371929800364 0.924170203071468 0.136923581316733
-0.701279165675954 0.206836591622681 0.944317393699518 0.145917853036761
1.28898891111504 0.147164350887393 0.73417696951409 0.147275467033011
0.369284200668628 0.151500901148494 0.829117905877581 0.135162246609254
0.847870873015003 0.135030310452748 1.09412714865364 0.142473462031475
1.47092627490349 0.144159479454201 1.07128714140559 0.131072108689102
2.04234678337578 0.177701083575889 0.970599335441876 0.147015584777759
0.989059117369435 0.141570598734553 0.782430381095462 0.14259563969281
1.39602615470221 0.151493550486313 1.1424916329774 0.133065170755262
1.82937518022354 0.143045743786998 1.03684293372745 0.148230288549844
1.34064422424372 0.147709524367097 1.05578361090163 0.148642757119428
0.158358142743426 0.153864417987274 0.80472396393271 0.139704837384034
0.665373503881553 0.146474722796689 1.05243738580221 0.140409388581859
0.992411284210932 0.140792781505498 0.98898038611228 0.141488266696483
0.677745102518764 0.151404465346641 1.03677139260265 0.139399086076395
0.546411783699975 0.149920908783448 0.806318150049658 0.14300277681209
1.285297456032 0.13510303934087 0.932237367554812 0.143989012444249
1.01658889173188 0.141898371071465 1.24927406311761 0.135051830094644
0.589771244750832 0.158883306665936 1.17384085048755 0.158937592391457
1.33907064139674 0.141618538090235 1.03935553439874 0.140561957390218
0.985727243792678 0.142610986879431 1.12725019831091 0.148112156818027
0.243801678055515 0.168563278732725 0.928031243600877 0.149277426453951
0.0410819288308077 0.168129514316024 0.913636182016849 0.139320680140903
1.04789337658278 0.134070272320285 1.0576010609141 0.133755726357565
1.52340418460043 0.159417112857551 1.21538432666523 0.154792084948318
1.45125806184115 0.148912003856145 0.778585987927746 0.132123776525522
0.491712024389452 0.147046721041521 1.0558962356732 0.144766952874581
1.38206397754124 0.138596330725812 0.878478670018762 0.137703461285927
1.18834613040077 0.150892318655243 1.18131197546553 0.146314303368891
0.423780536866624 0.160166929917169 0.890239975586727 0.141598315651988
0.256784273178362 0.149707461590917 0.940896735722489 0.140534774637581
1.29555119274972 0.157670805195522 0.972749227951419 0.128292867287423
-0.202573041672003 0.184771766003091 1.00540087062084 0.14450788674165
0.746962240130603 0.133457559086294 0.938836093046932 0.140152702211059
0.95362994535007 0.144163860495067 1.28303379829377 0.141392463390576
1.40698661396579 0.157065992871381 1.12127836800468 0.132603323251476
1.48339096149431 0.148182461016669 0.823493663572143 0.139349451137789
0.883207830639881 0.143131569832032 1.15742272220524 0.142150457802538
0.865021075568174 0.139229570606349 1.00328575833775 0.14102062599514
1.12750335049092 0.148942292190827 1.11312033063347 0.128255570857052
1.54646112254355 0.141211457462979 0.909712255762766 0.142976954366204
1.11739170418486 0.142352202434018 0.957998839236541 0.138581914541687
0.53082136419486 0.154451368237086 0.985117456789581 0.139553795962427
1.33228159083482 0.143890040301232 0.967253859299219 0.141525728774525
1.40167798800309 0.161024861291432 0.758572618978493 0.147250495294599
1.15014203521992 0.147026967600362 0.978500522808169 0.150425624565569
